671754865337569280	@midnight #BreakUpIn5Words I guess I can't love.	-50.25949591728439
671758138580836352	@midnight #BreakUpIn5Words my tubes are tied now	-47.33944039409501
671746897795788801	You don't get it up  #BreakUpIn5Words @midnight #pointsme	-48.39287058532354
671765964225052672	@midnight  It's not you, it's Obama.  #BreakUpIn5Words #PointsMe	-61.02128245663276
671759072220332032	@midnight #BreakUpIn5Words sorry I'm not on online	-55.550173345419935
671755327692476417	Your sister cute as hell #BreakUpIn5Words @midnight	-46.35818801412837
671757318737010690	That wasn't your mom's number. #BreakUpIn5Words @midnight	-82.10139484728106
671759994908483584	@midnight #BreakUpIn5Words HELLO from the other SIDE!!!	-74.41098770227872
671748459205120000	@midnight I slept with Charlie Sheen #BreakUpIn5Words	-48.2569807216487
671755197975277573	@midnight #BreakUpIn5Words can't I just do both?	-62.908305824321744
671748897803472898	You kept smothering me. Literally!  #BreakUpIn5Words @midnight #pointsme	-86.34449678722035
671762363536662528	Found my soulmate, it's me #BreakUpIn5Words @midnight	-59.62334938589762
671774358856077312	@midnight  iSwear by couple's therapy!  #BreakUpIn5Words	-60.33558691668228
671755874919170049	@midnight #BreakUpIn5Words Was addicted to polite misogyny.	-92.39515822992166
671747689462284288	My cat doesn't like you  #BreakUpIn5Words @midnight #pointsme	-58.78770175908356
671755109995425792	You don't do butt things #BreakUpIn5Words @midnight	-62.35051858792249
671750183835815936	I'm voting for Donald Trump #BreakUpIn5Words @midnight	-70.88325580640245
671756998862614529	@midnight #BreakUpIn5Words go to hell? I'm there!	-62.80054865864237
671751869899800576	I've fallen for your Mom  #BreakUpIn5Words @midnight	-56.713281679508626
671754051948818432	@midnight #BreakUpIn5Words my beard is my identity!	-62.749472100468054
671750466569662464	Add to the #BreakUpIn5Words suggestions....then sign-up for MyBae! @mybae_app @midnight https://t.co/smsyFJ2bzO	-113.7054001101252
671753257463750656	@midnight You like it 'Cosby' style? #BreakUpIn5Words	-60.15186843022944
671759188398313472	@midnight #BreakUpIn5Words the lord needs me now	-44.581241277558576
671754345222971392	Another bill from Ashley Madison? #BreakUpIn5Words @midnight	-88.49214934332728
671776915548561409	#BreakUpIn5Words It's not me, it's you. @midnight	-54.47984467906974
671753913947697152	I prefer my body pillow #BreakUpIn5Words @midnight	-56.30801892376482
671760512531701760	@midnight #BreakUpIn5Words let's screw other people, ok?	-82.5202559736151
671760334953181185	Not into Star Wars enough #BreakUpIn5Words @midnight	-47.36301665203438
671756490395533312	@midnight #BreakUpIn5Words Regret purging our duplicate albums.	-93.62320063164668
671762865519398912	@midnight #BreakUpIn5Words Tom, it's me or Scientology.	-69.15545684074667
671777395838345216	My dog gives better oral #breakupin5words @midnight	-56.797464133996414
671764573607870464	@fat_pretty_girl @midnight I'm sleeping with your mom #BreakUpIn5Words	-65.81170151784931
671754245331361792	@midnight #BreakUpIn5Words let's just be friends, ok?	-67.84538734097198
671756738312433664	@midnight #BreakUpIn5Words Stayed for the old dog.	-53.845961720602375
671750841871790080	I slept with your sister #BreakUpIn5Words @midnight	-47.8521633098924
671748094535561216	@midnight #BreakUpIn5Words so.... I'll call you or...?	-67.36776603887785
671756792393764864	@midnight #BreakUpIn5Words let's do this again? No.	-66.6512718845198
671747030964944897	@midnight #BreakUpIn5Words  aren't those your earrings babe?	-77.73163018673475
671750201372188672	It's not me, it's you #BreakUpIn5Words  @midnight	-48.68977899285059
671758315601469444	@midnight #BreakUpIn5Words Help! This bitch is cray!	-64.57622979444614
671748178308440064	Viagra didn't work on you  #BreakUpIn5Words @midnight #pointsme	-63.49865073329502
671776401352204288	Greedo TOTALLY did shoot first. @midnight #BreakUpIn5Words	-64.53772792939557
671747720097497088	@midnight #BreakUpIn5Words it's either me or football	-54.53729760532509
671757420130140160	#BreakUpIn5Words I bought you some Spanx. @midnight	-57.20499047172488
671764468225937409	not going to happen, Bitch @midnight #PointsMe  #BreakUpIn5Words	-69.39394204410014
671755686368382976	@midnight The Walking dead sucks, babe #BreakUpIn5Words	-66.58933898224983
671776891972378624	@ComedyCentral @midnight Your vagina tastes like Mom. #BreakUpIn5Words	-60.68861751965024
671547223499493376	Hello from the other siiiiiiiiiiiide #BreakUpIn5Words @midnight #PointsMe	-105.94272041334602
671747797738258433	Why is our baby white? #BreakUpIn5Words @midnight	-48.66375566235821
671748338455302145	@midnight #BreakUpIn5Words you had me, but now....	-66.86509579852904
671757083558199296	#BreakUpIn5Words @midnight #PointsMe Caught myself using another hand	-80.79755729290143
671761169930133505	We Met On Singled Out #BreakUpIn5Words #PointsMe @midnight	-45.8437907457688
671558265071775744	Hey, can we NOT talk? #BreakUpIn5Words @midnight #pointsme	-48.77800235963495
671759532461326337	I am better than you #BreakUpIn5Words @midnight	-50.17734467254399
671750248373477376	Your mixtape is not lit. #BreakUpIn5Words @midnight	-59.12805369844641
671613839448805376	Come watch my improv group?  #BreakUpIn5Words @midnight #pointsme	-80.35652566652637
671747400034295808	Seriously!...Is it in yet?  #BreakupIn5Words @midnight	-69.89723516144466
671764082010120192	You're the weakest link, GOODBYE! #BreakUpIn5Words @midnight	-87.15877161810543
671772114513321984	@midnight  God's only true BC's abstinence!  #BreakUpIn5Words	-74.89424063675443
671748376094896128	Your vagina is to big. @midnight #BreakUpIn5Words #PointsMe	-52.84973950348058
671762564427067393	@midnight can i have a refund? #BreakUpIn5Words	-61.16610614703739
671752502077878272	I'm an Indica, you're Sativa  #BreakUpIn5Words @midnight	-67.65302405893307
671773791048089601	the tests came back positive #BreakUpIn5Words @midnight	-68.58072180409054
671747931184209920	@midnight #BreakUpIn5Words you're  either in or out	-54.518431027740746
671748644069076992	Polishing your nails during sex  #BreakUpIn5Words @midnight #pointsme	-69.3837848491155
671750668437364736	@midnight #BreakUpIn5Words let's go Dutch, that cool?	-71.55944059239592
671754795884126212	@midnight #BreakUpIn5Words I'm not calling the cops	-55.03612367821525
671757896674230273	@midnight #BreakUpIn5Words I'm pure until we marry.	-51.142404793072735
671756767315886080	@darryldarryl_ @midnight I hate dogs, and you.  #breakupin5words	-52.650021071540195
671771286222340097	@midnight Fallout 4 is out now. #BreakUpIn5Words	-37.07126400057541
671751473949106176	@midnight #BreakUpIn5Words  I just met my Yoko	-52.092068279975244
671547119363186688	Dear John, WHAT ARE THOSE??? #BreakUpIn5Words @midnight #PointsMe	-75.55048656559244
671773377233821696	But I won't do that @midnight  #BreakupIn5Words	-51.8683002094205
671777720729112577	New England Patriots quarterback Manziel #BreakUpIn5Words #PointsMe @midnight	-97.34922159392887
671770793492123649	@midnight  iOnly date staunch republicans.  #BreakUpIn5Words	-74.59328568703562
671755477919924224	#BreakUpIn5Words @midnight #PointsMe Tebow couldn't find end zone	-80.20186028986956
671662916748357634	The spaceship is arriving tomorrow. #BreakUpIn5Words @midnight #PointsMe	-89.96218764930349
671750922167582720	@midnight Havin' a gay ol' Tiiiiiiiiiiiime #BreakUpIn5Words	-95.40049662370714
671758919593689088	Hilarity as #BreakUpIn5Words sweeps Twitter https://t.co/K0WCq2Ixay via @Femail @midnight	-60.79375214811375
671768958064844800	Wait...your mom is sexting #BreakUpIn5Words @midnight	-57.121620260662816
671755197891420160	@midnight #BreakUpIn5Words Went black, despises all clichs.	-84.29935990677556
671747243951726595	You didn't come with instructions!  #BreakUpIn5Words @midnight #pointsme	-106.34321152128493
671754300809420800	@midnight Your twin sister is hotter. #BreakUpIn5Words	-54.037254798566764
671777100492238848	that's not an ingrown hair #BreakUpIn5Words @midnight	-65.35219834226264
671760292083343360	@midnight #BreakUpIn5Words I can't do this anymore	-61.85094510728317
671761584562290688	@midnight Star Wars Battlefront is out #BreakUpIn5Words	-51.3854439091283
671747064745885696	I can't find the hole  #BreakUpIn5Words @midnight #pointsme	-63.27404739117536
671769243994558464	"She said, ""What's Star Wars?""!!! #BreakUpIn5Words @midnight #PointsMe"	-69.39179896747267
671762661743300608	One too many murder attempts #BreakUpIn5Words @midnight	-62.859786066264874
671753166074093569	@midnight #BreakUpIn5Words just the tip for years!	-65.56805970951928
671761963198775297	It's not you, it's her #BreakUpIn5Words @midnight	-51.90370784556873
671755168518529024	You argue way too well #BreakUpIn5Words @midnight #what?	-53.88943296739156
671758484778688512	Cosplayer at a Trump rally. #BreakUpIn5Words @midnight	-58.084607392210906
671747503100948480	Need room for my comics  #BreakUpIn5Words @midnight #pointsme	-51.71559210618927
671550135873089536	Matching infinity scarves aren't forever. #PointsMe #BreakUpin5Words @midnight	-101.55746379240354
671752832643497984	This has to stop, mom.  #BreakUpIn5Words @midnight	-58.33220380386774
671753405174571010	@midnight #BreakUpIn5Words Thought 'oral' type of  thermometer.	-79.9536103821004
671752966404198400	you said fleek, not ironically. #BreakUpIn5Words @midnight	-69.32737635105354
671546916946087936	Kobe Wrote You A Poem #BreakUpIn5Words @midnight #PointsMe	-48.34371851833098
671756631923892224	@midnight #BreakUpIn5Words then I told her, ok.	-46.92730430525625
671753331728113664	@midnight #BreakUpIn5Words it didn't mean anything babe!	-81.59106932918968
671756188602785792	@midnight #BreakUpIn5Words Tried to veto the abortion.	-72.0524727156255
671758055747506176	You have Gigli on Blu-ray. #BreakUpIn5Words @midnight	-74.66136609842299
671748752554725376	Missionary is just too kinky #BreakUpIn5Words @midnight	-65.37753643775095
671765325600284673	@midnight I am out of money #BreakUpIn5Words	-41.332854452385796
671753589325438976	@midnight #BreakUpIn5Words Did anal, couldn't spell it.	-71.63514977519891
671747381558251520	Let's see other people, exclusively #BreakUpIn5Words @midnight	-106.46665598714436
671773559090450433	@midnight  HIV is practically curable now!!!  #BreakUpIn5Words	-77.50078388382319
671756700194484224	You twerked on my grandma. #BreakUpIn5Words @midnight	-62.33538492814906
671772584514617345	@midnight can't find your G spot #BreakUpIn5Words	-55.44023598933289
671749795795640321	@midnight #BreakUpIn5Words relax, it's my friend @BillCosby	-49.22401225532705
671754277564510208	At least we're still cousins #BreakUpIn5Words @midnight	-62.949860493804685
671761655483633664	#BreakupIn5Words @midnight        AIDS.  You gave me AIDS.	-43.68653758938201
671750493731880960	You don't like Ron Funches!?! #BreakUpIn5Words @midnight @RonFunches	-79.31306443355717
671747809029177344	I slept with Charlie Sheen. @midnight #BreakUpIn5Words	-51.6526688037619
671759587746426880	@midnight #BreakUpIn5Words she won't but she will	-51.48248486071303
671546493988311040	We should see other peepholes. #BreakUpIn5Words @midnight #PointsMe	-69.85769899965469
671759357332217856	Human papillomavirus ring a bell? #BreakUpIn5Words @midnight	-75.94999696064899
671752114889228288	@midnight You do not like potatoes #BreakUpIn5Words	-53.2301771849521
671748911829241856	@midnight #BreakUpIn5Words your mom kissed me first!	-60.406953888375405
671763271872040960	#BreakUpIn5Words @midnight Mom and Dad are jealous.	-59.26691619362302
671777068607238144	Jared had the right idea @midnight  #BreakupIn5Words	-60.19819803276147
671758857102868480	@midnight #BreakUpIn5Words my girlfriend wants to meet	-54.7239911351178
671755506982199297	@midnight #BreakUpIn5Words not going to cam anymore?	-67.71174448437684
671601249876217857	You need your own Netflix #BreakUpIn5Words @midnight #pointsme	-51.12987492153633
671749359852220416	@midnight #BreakUpIn5Words we gonna do this or....?	-56.81759731274855
671771868659978241	the diagnosis came back positive. #BreakUpIn5Words @midnight	-74.84958010267653
671750456612397056	I think I have herpes #BreakUpIn5Words @midnight	-52.28882106023333
671754296598265856	Who the hell's Luke Skywalker?  #BreakUpIn5Words @midnight	-68.80601883189567
671749174019416064	@midnight #BreakUpIn5Words poop and anal, it happens	-59.088126829958256
671755952702517248	@midnight #BreakUpIn5Words let's try doing that polyamory	-77.64125553202513
671747581408481280	@midnight Is this the right hole? #BreakUpIn5Words	-56.32225614026609
671753668299984896	@midnight #BreakUpIn5Words let's just take a break	-61.49921617006374
671755374312210432	@midnight #BreakUpIn5Words She demanded a bigger strap-on.	-69.54378842117126
671757353944031233	@midnight #BreakUpIn5Words my spirit animal? A cheetah	-62.140944869239476
671771372218146816	Browser history did not delete #BreakUpIn5Words @midnight	-72.49319646441442
671756521215275008	@midnight It's not me, it's you! #BreakUpIn5Words	-57.32726887582336
671752337610907648	#BreakUpIn5Words Figured I'd try being happy. @midnight #PointsMe	-70.48103815773433
671755105612484608	Been married this whole time #BreakUpIn5Words @midnight	-63.73922656931869
671776636082266118	New World of Warcraft expansion @midnight #BreakUpIn5Words	-56.526189740655305
