657274541287284741	#CerealSongs @midnight Fiber Calling	-21.303573420662087
657272905110286336	Sinnerman Toast Crunch #CerealSongs @midnight	-47.13997077587092
657253731839430656	#CerealSongs @midnight I'm going back to Kashi	-63.0368225234549
657275553725198337	Snap, Crackle, Pop, Smooth (feat. Rob Thomas) #CerealSongs @midnight	-126.5021253984064
657288849463218176	Let the Muesli Play #CerealSongs @midnight	-35.449178396870394
657302223362199553	Trix Queen by Fetty Wap #CerealSongs @midnight	-64.47786539974973
657262876382466048	Cap'n Crunch's Lonely Hearts Club Band #CerealSongs @midnight	-86.88523661666143
657250707439927296	Pops! In The Name of Love @midnight #CerealSongs	-65.10157486484998
657269375305543680	Dark side of the spoon. @midnight #CerealSongs	-43.774857980906525
657252313732509696	I'm in love with the Cocoa (Puffs). #CerealSongs @midnight	-110.71068478386537
657288354061381632	Honeycomb Suite #CerealSongs @midnight	-34.07299059272523
657265754790871040	My Corn Flakes bring all the spoons to the bowls &amp; dang right, you better get milk. Dang right, you better get milk! @midnight #cerealsongs	-311.20452123459677
657243020555894784	@midnight #CerealSongs cocoa puffs the magic dragon	-62.45489536493218
657281166534270976	MmmmPops #CerealSongs @midnight	-18.54644223739596
657275595328495617	Snap, Crackle and MMMBop. #CerealSongs @midnight	-62.786787291561474
657036282145677313	Yakkety Smacks #CerealSongs @midnight	-32.41417406833322
657243580193357824	#CerealSongs Silly White  Rabbit. @midnight	-42.44400533491351
657245915019898880	Honey Smacks, I can't describe How good it feels inside Honey Smacks, I can't describe How good it feels inside #CerealSongs @midnight	-281.4044575798117
657281398206767106	Cheerio Susanna #CerealSongs @midnight	-29.768763831472093
657263992931532800	@midnight #CerealSongs My Chex, my back, my wheaties and sugar smacks.	-111.87883376787421
657307944497848320	Breakfast ain't nothin' but Trix &amp; bowls! @midnight #CerealSongs	-126.45387131102973
657309116579323904	Bohemian Ricecrispsody @midnight #CerealSongs	-45.91341141221614
657261258429759488	I'm in looove with the Coco Puffs #CerealSongs @midnight	-83.10125328155992
657037254926422016	@midnight #CerealSongs Cheerio My Wayward Son	-45.89009034410422
657273227627122689	Chex-ual Healing #CerealSongs @midnight	-40.79918470092638
657274322772455424	She's my little Froot Loop/You don't know what I got... #CerealSongs @midnight	-142.99046836220845
657248221354414080	Ba ba ba ba Barbara Bran @midnight  #CerealSongs	-41.71173450764533
657285294413230080	Part of a complete(ly ridiculous) breakfast. #CerealSongs @midnight @gracehelbig https://t.co/7zvfD7EJ7C https://t.co/p4NJ6WIKw7	-104.16418488270226
657240979909537793	Honey Bunches of O.P.P.  @midnight  #CerealSongs	-50.434869414137374
657272151330955264	I Rice Sins Not Krispies #CerealSongs @midnight	-46.776955773918104
657252113072918530	@midnight #CerealSongs Tupelo Honeycombs	-38.98661172080932
657261100384186368	Baby Got Bran #CerealSongs @midnight	-29.043526181126037
657253530517032960	Sugar Smack My Bitch Up #CerealSongs  @midnight	-54.13568642496752
657239295535771648	Who let the #Pops Out, #Smacks, Smacks, Smacks, Smacks? #CerealSongs  @midnight	-95.79356322930937
657267204904218624	Money for Nut-N-Honey #CerealSongs @midnight	-53.33022037688399
657249398179545088	Pumped Up Trix #CerealSongs @midnight	-38.04544889922546
657242344471830529	I ate All Bran, All Bran all night and day; I couldn't get away @midnight  #CerealSongs	-167.2051300247814
657248254854365184	#CerealSongs @midnight Oatmeal, Oh My, I'm a Fool for Ya, Baby	-88.7583034747023
657300855897460737	Cinnamon Girl Toast Crunch  #CerealSongs @midnight	-54.186852878469956
657293655779049472	Chex Yo Self #CerealSongs @midnight	-26.37552911281037
657274860519976960	Under the Milky Way #CerealSongs @midnight	-36.617409040011985
657273731040063488	Get your Kix on Route 66... #CerealSongs @midnight	-60.67618098617435
657272670153789441	Tom's Diner (that serves breakfast all day) #CerealSongs @midnight	-110.42248237505285
657269422403551232	Cocoa Puffs of Love #CerealSongs @midnight	-42.433737138059044
657287283377225728	Frosted Drakes #CerealSongs @midnight	-36.11212899604378
657244533051146240	Goodness Gracious Grape Nuts Of Fire  #cerealsongs @midnight	-72.76005803424523
657252105107869696	#CerealSongs (Get Your Kix) On Route 66 @midnight	-47.14516934085032
657308268029693952	Up all night to Get Lucky Charms @midnight #CerealSongs	-79.49825912265257
657037782427283456	Crunchberry Fields Forever #CerealSongs @midnight	-55.59202943126079
657079563948703744	Bitches Ain't Shit But Oh!s &amp; Trix #CerealSongs @midnight	-100.86921233440961
657258434727968768	#CerealSongs @midnight Cheerio, oh, oh it's magic	-58.0747858637566
657269878844428290	It's beginning to look a lot like Rice Krispies @midnight #CerealSongs	-107.05881523360195
657282963520946176	The Blacker the FrankenBerry - Kendrick Lamar #CerealSongs @midnight	-100.44693769002225
657245108555812864	Don't Be Gruel  #cerealsongs @midnight https://t.co/n37R9Po13E	-28.844122337032026
657266358925717504	Love is a Battle Creek #CerealSongs @midnight	-53.26123283285055
657245228085047297	Pour Some Sugar Smacks on Me #CerealSongs @midnight	-62.31700981107895
657277284106174467	Insane in the MemBran #CerealSongs @midnight	-49.908746457626066
657257612749180932	"@midnight #CerealSongs ""Sugar Pie Honey Bunches of Oats"" by the 4 Box Tops !"	-116.2318677694689
657268899231211520	Life Shot the Sheriff!! #CerealSongs @midnight	-54.366752841051756
657284783236472832	#CerealSongs @midnight Life's been good (Mikey?)	-57.04199957740667
657273094466355200	Apple Jack Flash #CerealSongs @midnight	-39.60467616474351
657307906581237760	Fruity Pebble Yell #CerealSongs @midnight	-39.86345295525043
657038328202551300	"I asked her name and in a dark brown voice she said ""Granola."" G-R-A-N-O-L-A Granola.  #CerealSongs @midnight"	-184.73650305610775
657281617547792384	@midnight Bohemian Rice Crispies #CerealSongs	-38.159875677594485
657269640641515525	Stacy's Lucky Charms has got it goin' on!! #CerealSongs @midnight	-110.33845316646172
657249151881711616	All About That Base (No Pebbles) #CerealSongs @midnight	-90.76745529577174
657243015505944576	#cerealsongs Rice Rice Baby @midnight	-27.486028518255893
657259936158785536	#CerealSongs Cap'n's in the cradle. @midnight	-52.740133894846664
657262696031588352	G-r-r-reat Balls of Fire! #CerealSongs @midnight	-53.84249832912686
657243785022181376	#CerealSongs Apple Jack Flash.  @midnight	-41.59357670866974
657047243762049024	Wheat Built this City, On Spoon and Bowl #CerealSongs @midnight	-95.83181867895654
657250290186502144	#CerealSongs @midnight Golden Crisp Time of Day	-55.70625538883622
657245854005383168	I Want You to Milk Me by Cheap Trix #CerealSongs @midnight @hardwick	-87.79012281263415
657281272184594432	@midnight @midnight  Sugar, Mama's Gonna Smack You Out #CerealSongs	-78.10076723718741
657242447718825985	Kashi Drives Me Crazy #CerealSongs @midnight	-45.73939207354843
657274541304074240	#CerealSongs @midnight Pass me a Spoonman	-35.871765278609864
657283328370851840	Cocoa Puffs Daddy  #CerealSongs   @midnight	-35.624597120484104
657273709263241216	I Heard it Through the Grape Nuts #CerealSongs @midnight	-75.84455315454684
657268639175974912	Mo Cheerios Mo Problems #CerealSongs @midnight	-53.11323561031565
657256253933113344	#CerealSongs @midnight Bitch don't kill my fiber	-59.20958796035453
657299735619866624	Bitch Betta Have My Honey Combs #CerealSongs @midnight	-86.4769208905849
657255971232837637	#CerealSongs @midnight Let me Smell yo' Trix	-52.11557536505517
657238945567232000	My Granola @midnight #CerealSongs	-26.766090842154192
657300600594411520	Pumped Up Kix #CerealSongs @midnight	-36.927524675253
657076437803921408	If you want Milk, you've got it! #CerealSongs @midnight	-93.89311216078093
657263069769261056	The Dark Side of the Marshmallow Moon #CerealSongs @midnight	-75.22271500021697
657041197152636928	I Quisped A Girl (and I liked it) #cerealsongs @midnight	-85.31277828713188
657267017473351680	@midnight #CerealSongs Thug Life Cereal Song	-44.817985117330906
657253149317709824	#CerealSongs @midnight Poppa's got a brand new bag of Malt O'Meal	-95.28209557621811
657299893506019328	I Did It All For The Cookie Crisp #CerealSongs @midnight	-78.14539540065422
657244110357598208	Don't Let Your Mind Post Toasties  #cerealsongs @midnight #RealSong	-76.87789446197228
657042018066018304	Lucky Charms Wide Open @midnight #CerealSongs	-47.29297054853172
657302714695684097	@midnight I wish I was Special K you're so f-cking Special K #CerealSongs	-115.65870443939797
657242767492448256	I'm Your Cap'n Crunch   #cerealsongs @midnight	-49.622072064094446
657243530184794117	@midnight Grape-nuts of Fire #CerealSongs	-37.24796002988907
657246563295739904	#CerealSongs @midnight Kix, Push, Kix, Push, Coast	-79.96687809694465
657239413643198464	Honey Bunches of Boats and Hoes #CerealSongs @midnight	-65.23474474423094
657269629417488384	chex yo self before you wrickity-wreck yo self #CerealSongs @midnight @hardwick	-131.00865993338908
