709803626848460802	event catering horizon #sciencefoods @midnight
709793408680722433	@midnight @hardwick neil degrasse @tysonfoods #sciencefoods
709789648911015936	@midnight free-radical chicken #sciencefoods
709772363768922112	quarker oats  #sciencefoods  @midnight
709776262231941124	marconi and cheese #sciencefoods @midnight
709808393901318144	bunsen burgers. #sciencefoods @midnight
709791495419777030	#sciencefoods  erlenmayer wiener flask  .@midnight 
709790807113539584	@midnight egg drop at a height of 1.31 m with gravity = 9.8 m/s2, solve for time of soup #sciencefoods
709799200515424256	@midnight #sciencefoods albert einstein bagels
709790346285293568	@midnight (6.0221417910[23])-asses cookies #sciencefoods
709800229583753216	decaffeinated dark matter #sciencefoods @midnight
709785887958179841	umbraccoli casserole @midnight #sciencefoods
709788338945990656	@neiltyson frozen planet dinners #sciencefoods @midnight
709800858276519938	absolute zerollatini #sciencefoods @midnight
709793463110340608	#sciencefoods fig newton 's @midnight
709800173233377281	@midnight #sciencefoods e=mcnuggets
709793676575305733	#sciencefoods pythagoras-fed beef @midnight
709798670485561345	petri hotdish #sciencefoods @midnight
709799264600260608	pythagorean bbq #sciencefoods @midnight
709804216928378882	microscope brew #sciencefoods @midnight
709775066800775168	sloppy joules  #sciencefoods @midnight
709773015337205761	#sciencefoods @midnight geothermal energy bars
709797008933068800	madame curry chicken  #sciencefoods @midnight
709801773242912768	faster-than-lite salad dressing #sciencefoods @midnight
709802843587416065	large hadron cucumber #sciencefoods @midnight
709809218262405120	death by dark matter cake #sciencefoods @midnight
709802628839055365	bill nye the science guy fieri #sciencefoods @midnight
709806857041252352	sagan noodle house #sciencefoods @midnight
709797230459359232	pie  #sciencefoods @midnight
709777678937759744	"earth bread "" now with more crust and a hot molten center #sciencefoods @midnight"
709776193663451137	alexander graham cracker bell, no alexander graham taco bell! #sciencefoods @midnight
709786363026087939	newton's apple pi #sciencefoods @midnight
709794350134337538	uni-fried veal theory. #sciencefoods @midnight
709799401179508737	quasartichokes #sciencefoods @midnight
709770040225083393	chocolate siliconchip cookies   #sciencefoods @midnight
709793857559396352	@midnight au-schlger #sciencefoods
709805526859784192	spacecraft beer #sciencefoods @midnight
709787413485215744	newton's first law of gravy  #sciencefoods. @midnight
709773469605433344	ag dollar pancakes #sciencefoods @midnight
709770545630355457	@midnight black donut-holes #sciencefoods
709798273721212928	@midnight #sciencefoods pi-sa
709809620685082624	dairy quark. #sciencefoods @midnight
709792798480928768	#sciencefoods black whole foods @midnight
709802462467760128	@midnight gummy wormholes. #sciencefoods
709799274926575616	genetically modified candy corn  #sciencefoods @midnight
709779048981987329	entenmannology #sciencefoods @midnight
709784868217982976	@midnight hubble bubba gum #sciencefoods
709800084276449280	dippin' dots, the ice cream of the future! #sciencefoods @midnight
709799340076896256	quantyum mechanics #sciencefoods @midnight
709774263293599745	sentient alphabet soup #sciencefoods @midnight
709776881223081985	einstein's cereal of relativity #sciencefoods @midnight
709797676200566784	black hole beans burger  #sciencefoods @midnight
709771197060263936	@midnight  fig newton #sciencefoods
709800951700451328	nuclear sub. #sciencefoods @midnight
709796412708401153	@midnight pear-iodic table of the e-lemon-ts #sciencefoods
709800781696733185	bananotech #sciencefoods @midnight
709782384217030657	#sciencefoods @midnight   piri periodic
709771647566262273	monsanto dogs  #sciencefoods @midnight
709799880122703872	dark matter chocolate:  theoretically the best chocolate in the known universe.  #sciencefoods @midnight
709797234808852480	#sciencefoods nikola teslaw @midnight
709800912534052864	@midnight #sciencefoods doughnut blackholes
709799107221659648	@midnight #sciencefoods teslaw
709801501103890432	@midnight #sciencefoods newton's apple figs
709794909440573441	@midnight da vinci dogs #sciencefoods
709809257789558784	bill nye the sciene pie @midnight #sciencefoods
709800313041981441	double stuffed helix #sciencefoods @midnight
709788722812694528	@midnight i can't believe it's not a flat earth. #sciencefoods
709801105472032768	@midnight #sciencefoods moon pi
709791229807095808	@midnight smarties #sciencefoods
709805420022534148	lab ratatouille #sciencefoods @midnight
709803215496216577	#sciencefoods @midnight  free lagrange chicken
709779989475020800	granulated cylinder #sciencefoods @midnight
709796292352802816	pie crust of the earth #sciencefoods @midnight
709805752077029378	michio taco #sciencefoods @midnight
709786371288748032	@baskinrobbinsin has hopped aboard the #sciencefoods trend. @midnight 
709800262840557569	ribeye steak, medium rare.  because it's made of atoms, chris! #sciencefoods @midnight
709797449729122304	neil degrasse tyson chicken nuggets #sciencefoods @midnight
709775891912597505	calamari currie  #sciencefoods @midnight
709799954470936576	binomial nomencultured yogurt  #sciencefoods @midnight #hashtagwars
709798351525564417	#sciencefoods alexander flemingnon @midnight
709770933473558530	@midnight #sciencefoods bill nye the science guy fieri. @guyfieri
709776147463213057	fibonachos with diced avogadro #sciencefoods @midnight
709782205828956161	#sciencefoods. @midnight   eggspirimince
709773087860895744	organic selection #sciencefoods @midnight
709792605308121088	#sciencefoods teslasagna @midnight
709785715605770242	one dozen tardigrade-a eggs @midnight #sciencefoods
709799132798410752	calculate the distance to the moon pie #sciencefoods @midnight
709798614374162433	newton's fig newtons #sciencefoods @midnight
709793347414654977	#sciencefoods gallileo stones (ouch! they're painful!) @midnight
709774801447952384	banatom split sunday @midnight  #sciencefoods
709789936510214144	@midnight anything made with the large hadron colander #sciencefoods
709799889178370048	calzone of saturation #sciencefoods @midnight
709774528658812931	e.colime margarita #sciencefoods @midnight (@zacharyburrabel ball's to you)
709772236048076800	fig newtons law @midnight  #sciencefoods
709808043207168000	possible life on mars bar #sciencefoods @midnight
709799272057856000	string cheese theory #sciencefoods @midnight
709799602317164546	@midnight #sciencefoods black donut hole
709776802273689601	@midnight #sciencefoods  chemical formula for coffee: cofe
709772255845339137	@midnight schrodinger's cat kebab #sciencefoods
709779204557185024	the periodic farm-to-table #sciencefoods @midnight
709808634570539008	@midnight #sciencefoods  honey nut galileos
709770633421279232	quantum pounder with cheese #sciencefoods @midnight
709802463696658432	#sciencefoods butylated hydroxytoluene found in jetfuel, embalming fluid &amp; kellogg's fruit loops  .@midnight 
709770315522383872	faraday sage #sciencefoods @midnight
709809708274614272	@midnight #sciencefoods  marie jungle curie
709770933657927680	tungsten sandwich #sciencefoods @midnight
709800828618444800	schroedinger's catsup  #sciencefoods @midnight #hashtagwars
709779549966487552	pavlov's hot dogs #sciencefoods @midnight
709803157451382788	cern on the cob. #sciencefoods @midnight
709775172266373120	cold thai fusion #sciencefoods @midnight
709795080035393536	#sciencefoods the philadelphia cream cheese experiment @midnight
709807493891936257	medulla oblon-guava #sciencefoods @midnight
709800911191691264	b b quasar #sciencefoods @midnight
709771420448874496	buns and burners #sciencefoods @midnight
