666766988732157953	the pen and the art of motorcycle maintenance #pointsme #prisonbooks @midnight
666751780580126720	@midnight much ado about armed robbery. #prisonbooks #pointsme
666764160093458433	@midnight mein kampf #prisonbooks
666735924437471232	100 years of solitary #prisonbooks @midnight #pointsme
666765943092170753	@midnight #prisonbooks hoyle's rules of solitary
666764648796913667	the shankshaw redemption #prisonbooks #pointsme @midnight
666741276117762048	hijacker's guide to the galaxy #prisonbooks @midnight
666759037220880384	the secret lives of contraband mules #prisonbooks @midnight
666738860701843456	the catcher in the shower #prisonbooks @midnight  #catcher=bottom
666759692203503616	the complete guide to origami shivs! @midnight #prisonbooks
666745868771573760	@midnight to jail a mockingbird #prisonbooks
666764642740527105	what to expect when you're expecting to be traded for cigarettes  #prisonbooks @midnight
666474336665120769	slaughterhouse five ... three with good behavior. #prisonbooks @midnight #pointsme
666743246375153665	the lord of your ring trilogy: the fellowship of your ring, the two gun towers &amp; the return of your cellmate #prisonbooks @midnight
666747629368315905	@midnight...of mice,roaches,rats and men #prisonbooks #pointsme
666736354827440128	it's not easy being fleece: the life &amp; times of the booty warrior #prisonbooks @midnight 
666767843355029504	@midnight i know why the caged stool pigeon sings #prisonbooks #pointsme
666746870312640512	war and keister #prisonbooks @midnight
666765082760646658	gang of thugs: a feast for crooks #prisonbooks @midnight #pointsme
666746462835884033	@midnight house of seven gallows...#prisonbooks #pointsme
666747255680962560	@midnight...rear-enders game #prisonbooks #pointsme
666750734646415360	caught 22.  #prisonbooks @midnight
666738104577847296	anne of green gallows @midnight  #prisonbooks
666760063030132739	the gang with the dragon tattoo #prisonbooks @midnight
666767288960311296	@midnight one hundred years of solitary confinement #prisonbooks
666771136517177347	i know why the jail bird sings  #prisonbooks @midnight
666743156889767936	xbox one user.. manuals gonna make you his bitch. #prisonbooks @midnight
666739642884952065	@midnight i know why the cadged bird sing sings #prisonbooks
666473590766878720	a catcher in the shower #prisonbooks @midnight #pointsme
666473881352445952	watership lockdown #prisonbooks @midnight
666748919213346819	@midnight #1984dudesthatwanttorapeme #prisonbooks
666747104853815297	holes: diary of the cavity search guard #prisonbooks @midnight
666758431911596032	how to keep a glove from fitting: the prisoners comprehensive handbook. #prisonbooks @midnight @hardwick
666764152917123076	the seven habits of the highly effective prison snitch #prisonbooks @midnight
666767772328853505	butt sex for dummies #prisonbooks  @midnight
666760751671959552	to shiv a mockingbird #prisonbooks @midnight
666765454967373825	eat shank love #prisonbooks @midnight #pointsme
666745882721800192	one hundred years of solitary confinement.  #prisonbooks @midnight
666759745752186880	a clothwashed orange #prisonbooks @midnight
666766099757838336	@midnight a clockwork orange jumpsuit #prisonbooks
666735036910149633	shiv and let die #prisonbooks @midnight #pointsme
666760319390232580	the girl who made the toilet wine #pointsme #prisonbooks @midnight
666746389347495936	prison surgeon don't drop the soap #prisonbooks #pointsme @midnight
666759356562587648	everything i never told you: because i'm not a snitch. #prisonbooks #pointsme @midnight
666767564802928641	through the glass partition #prisonbooks @midnight
666735660187844610	white pride &amp; lots of prejudice #prisonbooks @midnight
666773400052985856	old man and the c-block #prisonbooks @midnight #pointsme
666760925228179457	#prisonbooks @midnight  the warden of oz #pointsme
666763920619630595	treasure keister #prisonbooks @midnight
666767171318624256	congrats, @midnight finalists! @mseric @swissmistress @dan_bartell @mr_mcstevie @charissemsrd #prisonbooks good luck tonight! 
666752677188120577	books with conviction. #prisonbooks @midnight @ardenmyrin 
666758136003485701	"#prisonbooks ""the shiving tree"" @midnight #pointsme"
666760840176005120	the five people you meet in the communal shower #prisonbooks. @midnight
666737827405692928	the lion, the witch and the warden @midnight  #prisonbooks
666474592936980480	if you give a snitch a cookie... #prisonbooks @midnight #pointsme
666739065551613952	the 7 habits of highly delinquent people #prisonbooks @midnight
666764634649706496	@midnight brotherhood of the travelling shiv #prisonbooks
666770799127318529	@midnight the diary of ann shanked #prisonbooks
666768603925073920	i know why the caged bird is in sing sing @midnight #prisonbooks #pointsme
666751409149243392	think like a man-lady @midnight #prisonbooks
666747948886265856	one flew over the warden's desk #prisonbooks @midnight
666734749139017733	the conjugal book  #prisonbooks @midnight
666759448921178114	"@midnight and here i thought ""to keister a mockingbird"" was golden #prisonbooks  "
666759459847335936	the color black-and-blue @midnight #prisonbooks
666745811905069056	armageddon akka #prisonbooks #pointsme @midnight
666758460281753608	since 1984 #prisonbooks @midnight
666474019902763008	#prisonbooks chicken soap for the prisoners cell @midnight #pointsme
666751301691285504	thomas the shank engine #prisonbooks @midnight
666758702624411648	a tale of two shivvers #prisonbooks #pointsme @midnight
666738613753786370	what to expect when you're expecting prison rape @midnight  #prisonbooks
666768083315503104	@midnight raping for dummies #prisonbooks
666763192492761088	@midnight the unbearable whiteness of still being part of the aryan brotherhood after 30 years #prisonbooks
666763977901211653	the adventures of the barbwire club #prisonbooks #pointsme  @midnight
666763747344580619	of mice and mugshots #prisonbooks #pointsme @midnight
666738320043433984	to kill a jailbird #prisonbooks @midnight #dontmockmemofo
666736607152570368	twilight: breaking out at dawn #prisonbooks @midnight
666760337253863424	the digging-eat andy dufresne  #prisonbooks @midnight
666475671300870144	a room without a view.   #prisonbooks  @midnight
666766287096401920	6 by 8 walden cells #prisonbooks @midnight
666764501409251328	a heartbreaking work of staggering incarceration #prisonbooks @midnight
666769758457634816	@midnight shanked at the fountianhead #prisonbooks
666767474231222273	@midnight moby's dick #prisonbooks
666754082447745029	to shank a mockingbird #prisonbooks @midnight
666765419487719425	a time to kill your cellie #prisonbooks @midnight
666762586491219971	the importance of being predatory #prisonbooks @midnight
