695355979337068544	# beforefacebooki had 2 testicles . @ midnight 
695331891818266625	# beforefacebooki didn't know how many legitimately crazy people i knew ! @ midnight 
695283248063213569	# beforefacebooki used to sit up all night by my tandy waiting for  @ facebook  @ midnight 
695329073988415488	# beforefacebooki didn't like people all that much . now i know why . @ midnight 
695361582084128770	this is too funny . . just type in  # beforefacebooki and enjoy  @ midnight  @ mjradiodiva  @ x1075   
694774708017844224	# beforefacebooki believed in statistics  @ midnight 
695336847384285187	before facebook i actually liked things . # beforefacebooki  @ midnight 
695337437556404224	before facebook my mom didn't comment on all of my selfies . # beforefacebooki  @ midnight 
694782884461305856	# beforefacebooki read shampoo bottles while on the toilet . @ midnight 
695336318771994625	before facebook i remember happiness . # beforefacebooki  @ midnight 
695251994441723904	# beforefacebooki -was taught not to discuss politics . now i can't get away from it . # dontcare  # shutit  @ midnight 
694741411904638978	# beforefacebooki experimented with drugs to escape farmville . @ midnight 
695280162728968192	@ midnight  # beforefacebooki had to leave my home to meet people . 
695336003146416129	before facebook i used myspace , which was coded to actually work . # beforefacebooki   @ midnight 
694771099037356033	# beforefacebooki thought my kid was special . @ midnight 
695299249295065088	@ midnight  # beforefacebooki definitely played with more toys ! 
695252870271086592	@ midnight  # beforefacebooki used myspace . 
695220761037008896	@ midnight  # beforefacebooki didn't have friends that hated backing their opinions up with actual facts and statistics . 
695335452765630464	# beforefacebooki trends after  @ midnight segment on the social network's 12th birthday  
694742496514052096	# beforefacebooki had to go to people's homes and write on their actual walls . @ midnight 
694757576852934656	# beforefacebooki had no idea the rest of humanity craved random , meaningless social approval as much as i did . @ midnight 
695272087041261568	@ midnight  # beforefacebooki a sears catalog was still handy in the outhouse 
695230649087696896	@ midnight  # beforefacebooki didn't need a belt to hold up my pants . i only carried spare change  & amp ; a velcro wallet  # biga$$phones 
695350245601910784	@ midnight  # beforefacebooki  
695322123686940672	"@ midnight hollywood today live is discussing the trending topic of  # beforefacebooki - i feel  "" in the know "" about where it originated . "
695259970690879490	# beforefacebooki was a  @ todayshow reporter that had to write their own content . @ midnight 
695286468596621312	# beforefacebooki had no idea jesus watched if i liked , shared or ignored pics of sick kids  @ midnight 
695332929627533312	# beforefacebooki  just assumed everyone believed in science . @ midnight 
694754536901070848	# beforefacebooki used to yell at random strangers over pointless crap on the street . @ midnight 
695244874136727552	@ midnight  # beforefacebooki talked to my wife sometimes . 
694768149204324352	# beforefacebooki didn't know i could sell my underpants to japanese businessmen for fine scotch . @ midnight 
694763609507770369	# beforefacebooki thought gif was peanut butter . @ midnight  @ hardwick 
694741410923331584	# beforefacebooki had to remember how good my food looked before i ate it . @ midnight 
