723181556878041089	@midnight @TyLabine @steveagee @TonyDanza @DougBenson  This is an easy one DOUG BENSON...that is all #420Celebs	0.0	[0.0, 0.0, 0.0751637, 0.0018025234, 0.12626944, 0.05637309, 0.040392831, 0.12626916, 0.0537274, 0.012741444, 0.12626903, 0.066359565, 0.065046795, 0.074953981, 0.011981309, 0.33376914, 4.7855692e-06, 0.012287918, 0.041393489, 0.26343641, 0.029732356, 0.044303231, 1.1880336e-05, 0.024793176, 0.10140772, 0.0011026337, 0.044332419, 5.6635831e-06, 0.09157937, 0.029424775, 0.0066978703, 0.0027420342, 0.0071553471, 0.039422426, 2.6932423e-07, 3.933669e-08, 0.12145452, 0.032627054, 0.092728287, 0.053245869, 0.040187996, 0.12626868, 0.051077098, 0.01773053, 0.12268236]
723202885127794690	@midnight Stonan O'Brien #420Celebs #JointsMe #PointsMe	0.0	[0.0, 0.0, 0.14120625, 0.00054428505, 0.054965384, 0.035727717, 0.092728287, 0.033095494, 0.0036523738, 0.026453329, 5.0003086e-06, 0.12194823, 0.24104719, 0.11831148]
723176435653992448	@midnight Little Hemporer #420Celebs https://t.co/KnuiaP428y	0.0	[0.0, 0.0, 4.9856858e-06, 0.083363503, 0.023701375, 0.13520469, 0.065359809, 0.00047012765, 0.05936572, 0.0023244976, 0.013163745, 0.19181772, 0.063627377, 0.054299463, 0.028919628]
723175415725088768	David Hasslehuff #420Celebs @midnight	0.0	[0.0, 0.0, 8.1745128e-07, 0.029301614, 5.8097829e-09, 0.12626903, 8.2898105e-06, 0.065101884, 0.00011896114, 0.095975928, 0.031625092, 0.091522746, 0.014122395, 0.0031663403, 0.015034583, 0.0088740326]
723172206180749312	@midnight #420Celebs Beethoven's eighth	0.0	[0.0, 0.0, 0.14550045, 0.077985153, 0.00052443705, 0.050325774, 0.0099486737, 0.055685475, 5.0792397e-09, 0.0010596463, 0.050416376, 1.4627233e-09, 9.5321125e-13, 0.024732931, 0.021191062, 0.00072936795, 0.038976081, 0.0023000727]
723193253223227392	Squint Howard #420Celebs @midnight	0.0	[0.0, 2.0488435e-34, 0.02729171, 7.0532746e-21, 0.027042152, 0.083376631, 0.24677494, 0.032616127, 0.036687151, 7.5767667e-07, 0.054965384, 0.0013012787, 0.037707642]
723174196243775488	Norman Weedus #420Celebs @midnight	0.0	[0.0, 0.0, 0.00014658304, 0.035344843, 0.041819911, 0.0033146448, 0.092728287, 0.021225074, 0.041856807, 0.11014457, 0.032766066, 0.0031883097, 1.8360635e-05]
723170754091569152	Patchoulia Louis-Dreyfus #420Celebs @midnight	0.0	[0.0, 0.0, 0.00078453089, 0.022196626, 0.032618895, 0.13775706, 0.013844421, 0.083489269, 0.034047864, 0.06551227, 0.12626903, 0.13828813, 0.044295292, 0.056412168, 0.044875808, 0.091775842, 7.68889e-05, 0.010712551, 0.043896016, 9.4968833e-05, 0.0021227291, 0.0069687632, 2.3423807e-07, 0.087595314]
723176155457708032	Anne Hash #420Celebs @midnight	0.0	[0.0, 0.0, 0.11831148, 0.066359565, 0.25716084, 0.00055658864, 0.052592125, 0.0016377609, 0.0010809063]
723198464709013504	Mahotbox Ganjadi #420celebs @midnight	0.0	[0.0, 0.0, 3.6419708e-05, 0.011856368, 0.075088225, 0.025722872, 0.077051885, 4.0109832e-08, 0.10800689, 0.020747516, 0.062983103, 2.4391698e-05, 3.1046014e-08, 0.050903879, 5.6203135e-06, 0.029301614]
723198463484121089	Dame Judi Dank @midnight #420Celebs	0.0	[0.0, 0.0, 5.2962212e-05, 0.075062722, 0.13758714, 1.654238e-08, 0.012214507, 1.6219699e-06, 0.034047507, 0.9996506, 0.039961532, 0.05254345, 1.4270026e-05, 0.015218768]
723179221346975745	@midnight John Lee hookah  #420Celebs	0.0	[0.0, 0.0, 0.00013081754, 0.066101894, 0.33757311, 0.039335322, 0.039641846, 0.26024798, 0.27172425, 0.00055658899, 0.044303276, 0.28321972, 0.023205725, 0.061175723, 6.0928483e-05]
723173843813060610	@midnight #420Celebs Mary Jane Blige	0.0	[0.0, 0.0, 0.0017976612, 0.011981309, 0.17061229, 1.4806551e-07, 0.065883458, 4.1925384e-07, 0.075062722, 0.18986964, 0.014171375, 0.039232817, 0.11526461, 5.497164e-08, 0.068546727]
723194315221016576	#420Celebs @midnight Daniel Radspliffe as Harry Pothead	0.0	[0.0, 0.0, 9.8541132e-05, 0.029301614, 0.076135278, 0.12268236, 0.1774714, 0.046877559, 0.054105323, 1.0659909e-05, 0.095975928, 1.0033335e-06, 0.006065621, 0.14392629, 3.0834664e-07, 0.0073284246, 0.059735984, 0.30050203, 0.058700591, 0.072780281, 0.092728287, 0.049868401, 0.063807726, 0.002198471, 0.095379546, 0.013874856, 0.047706392, 0.0024962439, 0.03363651, 0.00086949725, 0.044379052, 0.1489851, 0.098285519, 0.029520197]
723192556079575041	MK Ultron #420Celebs @midnight https://t.co/PcPNxaVf0i	0.0	[0.0, 0.0, 0.091673553, 0.025433872, 0.018379601, 0.088109255, 0.044657554, 0.066962823, 0.00090904254]
723203486507098112	@midnight Nicole Munchie #420Celebs #JointsMe #PointsMe	0.0	[0.0, 0.0, 1.0874706e-09, 0.0076548401, 0.051952489, 0.055685475, 0.23424713, 0.042298689, 0.012214507, 0.0028663096, 0.023912316, 0.019739036, 0.077997841, 0.084367722]
723176716219244545	@midnight BUDdy holly #420Celebs	0.0	[0.0, 0.0, 5.8190321e-06, 0.040996812, 2.024635e-06, 0.99856311, 0.0066555357, 0.032257657, 0.00093053089, 0.083489269, 0.014851923]
723192360788582402	#420Celebs @midnight Woody Harrelstems	0.0	[0.0, 0.0, 0.22531438, 0.040398646, 0.01512006, 0.99976307, 0.0014323259, 0.062839009, 0.0021984952, 0.095379546, 0.081964411, 0.0025084598, 0.09187533, 0.068794109, 0.087633491, 0.0070463927, 0.09187533]
723173204076810241	John Lemon.. Haze #420Celebs @midnight	0.0	[0.0, 0.0, 0.00013081754, 0.066101894, 0.33757311, 0.039335322, 0.039641846, 1.0748089e-06, 0.013714373, 0.0028663096, 0.0037052506, 0.0070901117, 0.96058148, 3.4305387e-08, 0.062839009, 3.802981e-10, 0.075062722]
723193707525083136	#420Celebs Vape Beckinsale @midnight	0.0	[0.0, 0.0, 1.8107345e-08, 0.075062722, 0.39990747, 0.012397935, 0.059366979, 1.1528886e-06, 0.008911795, 0.079693295, 0.0044961213, 0.11828801, 0.031721342, 0.018612992, 0.075062722]
723189994907525120	Rollin' Atkinson #420Celebs @midnight	0.0	[0.0, 0.0, 0.001150497, 0.083489269, 0.044733118, 0.035742894, 0.00072934572, 0.24677494, 1.4757479e-10, 0.05083051, 0.011626365, 0.053169947, 0.0044961213, 0.11828801, 0.020385901, 0.0074969563]
723173864742772736	@midnight Jon Bong Jovi #420celebs	0.0	[0.0, 0.0, 3.7414961e-07, 0.11243196, 0.019786401, 0.042631861, 5.6635686e-06, 0.024101432, 0.26749957, 1.6896529e-07, 0.04365696, 1.5991755e-08, 0.044875808]
723181108565708800	@midnight Nug Benson #420Celebs	0.0	[0.0, 0.0, 5.0828142e-10, 0.10140772, 0.0011026337, 0.044332419, 5.6635831e-06, 0.09157937, 0.029424775, 0.0066978703]
723183071336353794	Gwen Spliffani #420Celebs @midnight	0.0	[0.0, 0.0, 0.15228465, 0.0018076794, 0.25673673, 0.045704544, 0.022142055, 0.070762999, 0.12008006, 3.083513e-07, 0.0073284246, 0.032540515, 0.034879711, 0.029301614]
723177180256210944	@midnight Barack Obonga #420Celebs	0.0	[0.0, 0.0, 0.070065878, 0.066960089, 0.019030334, 0.015218768, 0.11860499, 0.096836507, 0.02911539, 0.053138144, 7.5728476e-06, 0.024101432, 0.041863088]
723172708981166080	Sesh Green #420Celebs @midnight	0.0	[0.0, 0.0, 0.043598056, 0.00085786113, 0.43204153, 0.018181864, 0.021560881, 0.16048674, 0.19754729, 0.062150694]
723178511033241601	#420Celebs Kief Richards @midnight	0.0	[0.0, 0.0, 0.41160491, 0.0073283822, 0.1774714, 0.033679329, 0.024733044, 8.713161e-07, 0.00072937296, 0.075703084, 0.04881534, 0.037707642, 0.0565641]
723203053160116224	@midnight  #420Celebs Shaqed	0.0	[0.0, 0.0, 0.11221841, 1.4699655e-09, 0.075062722, 4.9191201e-27]
723187104210030593	@midnight Dustin cough to get offman #420Celebs	0.0	[0.0, 0.0, 0.0091231046, 0.088109255, 0.05637309, 0.00070467603, 0.12626903, 0.026309758, 0.040263791, 0.030266562, 0.024101432, 0.0019731934, 0.1813048, 0.66854596, 0.042836249, 0.041318033, 0.021494256, 0.056003559, 0.02602456, 0.12326825, 0.050323818, 0.024791067, 0.063201196, 0.029099973, 0.050849259, 0.0034281253]
723186224844922881	Josh Bowlin #420Celebs @midnight	0.0	[0.0, 0.0, 0.00014683545, 0.044379052, 0.47923401, 0.014477996, 0.042836178, 2.7856722e-05, 0.083489269, 0.072727814, 0.035742894]
723193484388143110	#420Celebs Selma Hukka @midnight	0.0	[0.0, 0.0, 0.038995564, 0.0420966, 0.055597834, 0.12231828, 0.0010809063, 0.012214348, 0.00075704121, 0.016062424, 0.10248657]
723201880122265601	@midnight #420Celebs Taylor Spliffed	0.0	[0.0, 0.0, 0.00098449329, 0.13828813, 0.027321965, 0.046706997, 0.10800689, 0.068131797, 0.022144353, 0.070762999, 0.12008006, 3.083513e-07, 0.0073284246, 0.059735984, 0.023130368]
723197833797464068	@midnight #420Celebs Bud Holly	0.0	[0.0, 0.0, 5.8190321e-06, 0.10140772, 3.0028507e-06, 0.031450953, 0.00093917444, 0.083489269, 0.014851923]
723201764909002752	"#420Celebs  .@midnight Donald ""J"" Trump ...Paranoid; Rambling; Distorted take on Reality --Must be smokin' dust https://t.co/I1Eq8Ie9X5"	0.0	[0.0, 2.4439933e-33, 1.7343768e-07, 0.026310407, 2.0093157e-05, 0.058812879, 0.044224799, 0.037707642, 0.16424762, 1.349318e-11, 0.0028351494, 2.0955878e-22, 0.0010604971, 7.1942941e-25, 0.011735785, 0.0237271, 2.0914284e-05, 0.015876986, 0.13758714, 5.1266106e-06, 0.0026871059, 0.069684744, 2.579402e-06, 8.2410622e-07, 0.06317617, 0.066960089, 0.040991332, 0.011856368, 0.035294265, 0.039035816, 4.7842538e-22, 0.99947959, 3.5481841e-33, 0.062839046, 2.029741e-05, 0.019041194, 0.051606301, 0.12331194, 2.6566851e-05, 0.037654746, 1.4380084e-25, 0.1813048, 0.0, 0.022580557, 0.00083638402, 0.083376914, 0.059621397, 0.021379404, 0.060755786, 0.075612925, 0.0028520944, 0.27905098, 8.6470275e-10, 0.064706095, 0.0017904484, 0.075062461, 0.24377388, 0.013280255, 0.024470426, 0.095719621, 0.036395825, 0.039643403, 0.37147471, 0.084627897, 0.029301697, 0.06721174, 0.01034572, 0.43301857, 1.1480865e-07, 0.0015716546, 0.029816693, 0.013673658, 0.028218145, 0.088109009, 0.33376926, 0.00030319626, 0.039947838, 0.017290557, 0.091578968, 0.030048311, 0.082754463, 1.351687e-05, 0.040573489, 0.0044961139, 0.00072934362, 0.24677494, 2.5195664e-06, 0.0048776441, 0.0027070879, 0.088109009]
723199815350276097	#420Celebs @midnight Billy Bong Thorton	0.0	[0.0, 0.0, 0.051205002, 0.12268161, 0.015093432, 0.23424713, 0.00084433437, 0.033636734, 5.6635208e-06, 0.024101432, 0.26749957, 0.038859282, 0.027334217, 0.13101223, 0.0029668813, 0.060755786, 0.034532916, 0.0037998036]
723176938206957572	@midnight Opium Winfrey  #420Celebs	0.0	[0.0, 0.0, 0.044875808, 0.04258411, 0.028423363, 0.19965532, 0.00021404571, 0.024155838, 1.2641501e-05, 0.0073284581, 0.028170345, 0.059735984, 0.0034015256]
